BatchId;PDatTime;;ProcessTime;ACIDT_2;AIROV_2;AIROV_2;AIROV_2;AIROV_2;AIRSP_2;AIRSP_2;AIRSP_2;AIRSP_2;BALANCE_A2;BALANCE_B2;BASET_2;CO2SP_2;CO2SP_2;CO2SP_2;CO2SP_2;ECO2_2;EO2_2;EXT_A2;EXT_B2;FLOW_A2;FLOW_A2;FLOW_A2;FLOW_A2;FOAMT_2;JTEMP_2;JTEMP_2;JTEMP_2;JTEMP_2;MFC_B2;MFC_C2;MFC_D2;N2SP_2;N2SP_2;N2SP_2;N2SP_2;O2SP_2;O2SP_2;O2SP_2;O2SP_2;O2SPT_2;pH_2;pH_2;pH_2;pH_2;pHo_2;pO2_2;pO2_2;pO2_2;pO2_2;pO2o_2;PUMP_A2;PUMP_A2;PUMP_A2;PUMP_A2;PUMP_B2;PUMP_B2;PUMP_B2;PUMP_B2;PUMPT_A2;REDOX_2;STIRR_2;STIRR_2;STIRR_2;STIRR_2;SUBS_A2;SUBS_A2;SUBS_A2;SUBS_A2;SUBS_B2;SUBS_B2;SUBS_B2;SUBS_B2;SUBS_C2;SUBS_C2;SUBS_C2;SUBS_C2;SUBST_A2;SUBST_B2;SUBST_C2;TEMP_2;TEMP_2;TEMP_2;TEMP_2;TURB_2;VALVE_A2;VALVE_C2;VALVE_D2;VALVET_A2;VALVET_C2;VALVET_D2
HM_4.20211207;07.12.2021 16:13;0.12;1.086227778;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.68;2;6.22;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7.002;-0.0002;20;0;0;100.2;0;0;0;0;0;0;0;0;0;0;0;500;25;1;500;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.12;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:14;0.14;1.102922222;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.395;37.68;2;4.55;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7.002;-0.0002;20;0;0;100.32;0;0;0;0;0;0;0;0;0;0;0;500;25;1;500;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.12;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:15;0.16;1.119625;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.68;2;6.22;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7.002;-0.0002;20;0;0;100.45;0;0;0;0;0;0;0;0;0;0;0;500;25;1;500;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.12;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:16;0.17;1.136319444;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.68;2;6.22;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7.002;-0.0002;20;0;0;100.45;0;0;0;0;0;0;0;0;0;0;0;500;25;1;500;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.12;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:17;0.19;1.153016667;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.035;2;-4.31;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7.002;-0.0002;20;0;0;100.27;0;0;0;0;0;0;0;0;0;0;0;500;25;1;500;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.095;37.005;1;24.69;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:18;0.21;1.169722222;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.9;37.635;2;12.18;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7.001;-0.0002;20;0;0;100.45;0;0;0;0;0;0;0;0;0;0;0;500;25;1;500;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.09;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:19;0.22;1.186425;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.095;37.635;2;8.85;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;0;0;100.32;0;0;0;0;0;0;0;0;0;0;0;500;25;1;500;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.09;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:20;0.24;1.203125;0;0;0;0;0.5007;1;0.5007;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.635;2;5.51;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;35;1;100.94;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.09;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:21;0.26;1.219827778;0;0;0;0;0.5007;1;0.5007;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.635;2;5.51;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.09;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:22;0.27;1.236525;0;0;0;0;0.5013;1;0.5013;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.635;2;5.51;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.09;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:23;0.29;1.253216667;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.635;2;5.51;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.09;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:24;0.31;1.269930556;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.795;36.975;2;2.86;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;35;1;101.98;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.095;37.005;1;24.65;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:25;0.32;1.286633333;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.9;37.575;2;11.35;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:26;0.34;1.303333333;0;0;0;0;0.5013;1;0.5013;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.125;37.575;2;7.6;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;7;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:27;0.36;1.320030556;0;0;0;0;0.50145;1;0.50145;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.575;2;4.68;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:28;0.37;1.336730556;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.575;2;6.35;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:29;0.39;1.353433333;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.575;2;4.68;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:30;0.41;1.370130556;0;0;0;0;0.5013;1;0.5013;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.575;2;4.68;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:31;0.42;1.386830556;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.575;2;4.68;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:32;0.44;1.403527778;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.245;37.575;2;5.51;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.05;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:33;0.46;1.420261111;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.795;36.93;2;2.27;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;101.98;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.095;37.005;1;24.62;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:34;0.47;1.436961111;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.795;37.545;2;12.37;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:35;0.49;1.453655556;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.095;37.545;2;7.37;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:36;0.51;1.470344444;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.545;2;5.7;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:37;0.52;1.487052778;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.545;2;5.7;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.999;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:38;0.54;1.503752778;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.545;2;4.03;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.998;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:39;0.56;1.520452778;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.545;2;5.7;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:40;0.57;1.53715;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.545;2;5.7;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:41;0.59;1.553858333;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.305;37.545;2;4.03;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.998;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:42;0.61;1.570558333;0;0;0;0;0.5007;1;0.5007;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.275;37.545;2;4.45;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.998;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25.03;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:43;0.62;1.587255556;0;0;0;0;0.501;1;0.501;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.795;36.885;2;1.38;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;101.98;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.08;37.005;1;24.69;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:44;0.64;1.603958333;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.975;37.5;2;8.87;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:45;0.66;1.620655556;0;0;0;0;0.5013;1;0.5013;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.095;37.5;2;6.78;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;101.92;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:46;0.67;1.637366667;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:47;0.69;1.654061111;0;0;0;0;0.5007;1;0.5007;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:48;0.71;1.670763889;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:49;0.72;1.687466667;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:50;0.74;1.704180556;0;0;0;0;0.5013;1;0.5013;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:51;0.76;1.720883333;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:52;0.77;1.737794444;0;0;0;0;0.50085;1;0.50085;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.997;-0.0002;20;35;1;102.04;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
HM_4.20211207;07.12.2021 16:53;0.79;1.754488889;0;0;0;0;0.50115;1;0.50115;0.49995;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.2;37.5;2;5.12;0;0;0;0;0;0;0;0;0;0;0;9841;1;7;0;6.995;-0.0002;20;35;1;102.16;0;0;0;0;0;0;0;0;0;0;0;700;35;2;700;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;37.005;37.005;1;25;0;0.5;0;0;0;0;0
