PDatTime;Age;TEMP;JTEMP;STIRR;pH;pO2;AIRSP;MFC_B;MFC_C;MFC_D;VALVE_A;O2SP;VALVE_C;VALVE_D;PUMP_A;PUMP_B;SUBS_A;SUBS_B;SUBS_C;PUMPT_A;FOAMT;ACIDT;BASET;SUBST_A;SUBST_B;SUBST_C;VALVET_A;O2SPT;VALVET_C;VALVET_D;EXT_A;EXT_B;BALANCE_A;BALANCE_B;FLOW_A;REDOX;TURB;pHo;pO2o;EO2;ECO2;AIROV;N2SP;CO2SP
;;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value
;(h);(°C);(°C);(rpm);(pH);(%sat);(lpm);(lpm);(lpm);(lpm);(%);(%);(%);(%);(%);(%);(%);(%);(%);(ml);(ml);(ml);(ml);(ml);(ml);(ml);(l);(l);(l);(l);(%);(%);(g);(kg);(g/h);(mV);(AU);(pH);(%sat);(%);(%);(lpm);(%);(lpm)
30.11.2020 10:16:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.11.2020 10:21:00;8,33333333333333E-02;31,905;32,7233274520511;700;5,19853181438127;91,500761148272;0,500549;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500549;0;0
30.11.2020 10:26:00;0,166666666666667;31,9497005;32,3264978061224;700;5,15752680681818;88,2718560555555;0,500849996666667;0;0;0;0,5;0;0;0;0;0;0,6375;0;0;0;0;0;0;0;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500849996666667;0;0
30.11.2020 10:31:00;0,25;31,9949995;32,0031514166667;700;5,20927981818182;86,0027483636364;0,500775499166667;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0;0;0;0,496672222222222;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500775499166667;0;0
30.11.2020 10:36:00;0,333333333333333;32,0471505833333;32,1508538333333;700;5,19330892222222;84,1373095093795;0,500774501666667;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0;0;0;1,49666666666667;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500774501666667;0;0
30.11.2020 10:41:00;0,416666666666667;32,0478488333333;32,39999725;700;5,19853955396825;82,683272015873;0,500849999166667;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0;0;0;2,49666666666667;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500849999166667;0;0
30.11.2020 10:46:00;0,5;31,9950005833333;32,3031489166667;700;5,20816070562771;81,8473016111111;0,50085;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0;0;0;3,49666666666667;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,50085;0;0
30.11.2020 10:51:00;0,583333333333333;31,995;32,2497015833333;700;5,19965963961039;81,2715346111111;0,500775499166667;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0;0;0;4,99333888888889;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500775499166667;0;0
