Task
Date;Time [min];Concentration [Vol.%];Pressure [Bar]
30.11.2020 10:53:12; 36.00;  0.625;;1.020
30.11.2020 10:54:12; 37.00;  0.627;;1.020
30.11.2020 10:55:12; 38.00;  0.635;;1.020
30.11.2020 10:56:12; 39.00;  0.639;;1.020
30.11.2020 10:57:12; 40.00;  0.643;;1.020
30.11.2020 10:58:12; 41.00;  0.646;;1.020
30.11.2020 10:59:12; 42.00;  0.653;;1.020
30.11.2020 11:00:12; 43.00;  0.662;;1.020
30.11.2020 11:01:12; 44.00;  0.671;;1.020
30.11.2020 11:02:12; 45.00;  0.679;;1.020
30.11.2020 11:03:12; 46.00;  0.684;;1.020
30.11.2020 11:04:12; 47.00;  0.692;;1.020
30.11.2020 11:05:12; 48.00;  0.696;;1.020
30.11.2020 11:06:12; 49.00;  0.702;;1.020
30.11.2020 11:07:12; 50.00;  0.711;;1.020
30.11.2020 11:08:12; 51.00;  0.715;;1.020
30.11.2020 11:09:12; 52.00;  0.725;;1.020
30.11.2020 11:10:12; 53.00;  0.727;;1.020
30.11.2020 11:11:12; 54.00;  0.738;;1.020
30.11.2020 11:12:12; 55.00;  0.744;;1.020
30.11.2020 11:13:12; 56.00;  0.754;;1.020
30.11.2020 11:14:12; 57.00;  0.761;;1.020
30.11.2020 11:15:12; 58.00;  0.765;;1.020
30.11.2020 11:16:12; 59.00;  0.773;;1.020
30.11.2020 11:17:12; 60.00;  0.784;;1.020
30.11.2020 11:18:12; 61.00;  0.789;;1.020
30.11.2020 11:19:12; 62.00;  0.802;;1.020
30.11.2020 11:20:12; 63.00;  0.807;;1.020
30.11.2020 11:21:12; 64.00;  0.813;;1.020
30.11.2020 11:22:12; 65.00;  0.826;;1.020
30.11.2020 11:23:12; 66.00;  0.831;;1.020
30.11.2020 11:24:12; 67.00;  0.844;;1.020
30.11.2020 11:25:12; 68.00;  0.853;;1.020
30.11.2020 11:26:12; 69.00;  0.854;;1.020
30.11.2020 11:27:12; 70.00;  0.862;;1.020
30.11.2020 11:28:12; 71.00;  0.877;;1.020
30.11.2020 11:29:12; 72.00;  0.883;;1.020
30.11.2020 11:30:12; 73.00;  0.892;;1.020
30.11.2020 11:31:12; 74.00;  0.892;;1.020
30.11.2020 11:32:12; 75.00;  0.899;;1.020
30.11.2020 11:33:12; 76.00;  0.902;;1.020
30.11.2020 11:34:12; 77.00;  0.914;;1.020
30.11.2020 11:35:12; 78.00;  0.919;;1.020
30.11.2020 11:36:12; 79.00;  0.932;;1.020
30.11.2020 11:37:12; 80.00;  0.940;;1.020
30.11.2020 11:38:12; 81.00;  0.953;;1.020
30.11.2020 11:39:12; 82.00;  0.963;;1.020
30.11.2020 11:40:12; 83.00;  0.964;;1.020
30.11.2020 11:41:12; 84.00;  0.975;;1.020
30.11.2020 11:42:12; 85.00;  0.978;;1.020
30.11.2020 11:43:12; 86.00;  0.988;;1.020
30.11.2020 11:44:12; 87.00;  0.997;;1.020
30.11.2020 11:45:12; 88.00;  1.006;;1.020
30.11.2020 11:46:12; 89.00;  1.009;;1.020
30.11.2020 11:47:12; 90.00;  1.017;;1.020
30.11.2020 11:48:12; 91.00;  1.029;;1.020
30.11.2020 11:49:12; 92.00;  1.036;;1.020
30.11.2020 11:50:12; 93.00;  1.046;;1.020
30.11.2020 11:51:12; 94.00;  1.050;;1.020
30.11.2020 11:52:12; 95.00;  1.059;;1.020
30.11.2020 11:53:12; 96.00;  1.073;;1.020
30.11.2020 11:54:12; 97.00;  1.079;;1.020
30.11.2020 11:55:12; 98.00;  1.092;;1.020
30.11.2020 11:56:12; 99.00;  1.098;;1.020
30.11.2020 11:57:12;100.00;  1.112;;1.020
30.11.2020 11:58:12;101.00;  1.115;;1.020
30.11.2020 11:59:12;102.00;  1.119;;1.020
30.11.2020 12:00:12;103.00;  1.123;;1.020
30.11.2020 12:01:12;104.00;  1.127;;1.020
30.11.2020 12:02:12;105.00;  1.136;;1.020
30.11.2020 12:03:12;106.00;  1.144;;1.020
30.11.2020 12:04:12;107.00;  1.154;;1.020
30.11.2020 12:05:12;108.00;  1.160;;1.020
30.11.2020 12:06:12;109.00;  1.167;;1.020
30.11.2020 12:07:12;110.00;  1.171;;1.019
30.11.2020 12:08:12;111.00;  1.180;;1.019
30.11.2020 12:09:12;112.00;  1.188;;1.019
30.11.2020 12:10:12;113.00;  1.198;;1.019
30.11.2020 12:11:12;114.00;  1.197;;1.019
30.11.2020 12:12:12;115.00;  1.200;;1.019
30.11.2020 12:13:12;116.00;  1.215;;1.019
30.11.2020 12:14:12;117.00;  1.223;;1.019
30.11.2020 12:15:12;118.00;  1.228;;1.019
30.11.2020 12:16:12;119.00;  1.230;;1.019
30.11.2020 12:17:12;120.00;  1.239;;1.019
30.11.2020 12:18:12;121.00;  1.257;;1.019
30.11.2020 12:19:12;122.00;  1.251;;1.019
30.11.2020 12:20:12;123.00;  1.249;;1.019
30.11.2020 12:21:12;124.00;  1.260;;1.019
30.11.2020 12:22:12;125.00;  1.259;;1.019
30.11.2020 12:23:12;126.00;  1.269;;1.019
30.11.2020 12:24:12;127.00;  1.272;;1.019
30.11.2020 12:25:12;128.00;  1.273;;1.019
30.11.2020 12:26:12;129.00;  1.277;;1.019
30.11.2020 12:27:12;130.00;  1.284;;1.019
30.11.2020 12:28:12;131.00;  1.284;;1.019
30.11.2020 12:29:12;132.00;  1.289;;1.019
30.11.2020 12:30:12;133.00;  1.300;;1.019
30.11.2020 12:31:12;134.00;  1.293;;1.019
30.11.2020 12:32:12;135.00;  1.292;;1.019
30.11.2020 12:33:12;136.00;  1.302;;1.019
30.11.2020 12:34:12;137.00;  1.315;;1.019
30.11.2020 12:35:12;138.00;  1.310;;1.019
30.11.2020 12:36:12;139.00;  1.317;;1.019
30.11.2020 12:37:12;140.00;  1.316;;1.019
30.11.2020 12:38:12;141.00;  1.316;;1.019
30.11.2020 12:39:12;142.00;  1.316;;1.019
30.11.2020 12:40:12;143.00;  1.328;;1.019
30.11.2020 12:41:12;144.00;  1.327;;1.019
30.11.2020 12:42:12;145.00;  1.330;;1.019
30.11.2020 12:43:12;146.00;  1.334;;1.019
30.11.2020 12:44:12;147.00;  1.336;;1.019
30.11.2020 12:45:12;148.00;  1.349;;1.019
30.11.2020 12:46:12;149.00;  1.349;;1.019
30.11.2020 12:47:12;150.00;  1.347;;1.019
30.11.2020 12:48:12;151.00;  1.355;;1.019
30.11.2020 12:49:12;152.00;  1.354;;1.019
30.11.2020 12:50:12;153.00;  1.350;;1.019
30.11.2020 12:51:12;154.00;  1.355;;1.019
30.11.2020 12:52:12;155.00;  1.365;;1.019
30.11.2020 12:53:12;156.00;  1.360;;1.019
30.11.2020 12:54:12;157.00;  1.355;;1.019
30.11.2020 12:55:12;158.00;  1.363;;1.019
30.11.2020 12:56:12;159.00;  1.363;;1.019
30.11.2020 12:57:12;160.00;  1.361;;1.019
30.11.2020 12:58:12;161.00;  1.367;;1.019
30.11.2020 12:59:12;162.00;  1.368;;1.019
30.11.2020 13:00:12;163.00;  1.371;;1.019
30.11.2020 13:01:12;164.00;  1.365;;1.019
30.11.2020 13:02:12;165.00;  1.369;;1.019
30.11.2020 13:03:12;166.00;  1.371;;1.019
30.11.2020 13:04:12;167.00;  1.374;;1.019
30.11.2020 13:05:12;168.00;  1.376;;1.019
30.11.2020 13:06:12;169.00;  1.378;;1.019
30.11.2020 13:07:12;170.00;  1.376;;1.019
30.11.2020 13:08:12;171.00;  1.379;;1.019
30.11.2020 13:09:12;172.00;  1.384;;1.019
30.11.2020 13:10:12;173.00;  1.384;;1.019
30.11.2020 13:11:12;174.00;  1.385;;1.019
30.11.2020 13:12:12;175.00;  1.385;;1.019
30.11.2020 13:13:12;176.00;  1.382;;1.019
30.11.2020 13:14:12;177.00;  1.392;;1.019
30.11.2020 13:15:12;178.00;  1.390;;1.019
30.11.2020 13:16:12;179.00;  1.376;;1.019
30.11.2020 13:17:12;180.00;  1.384;;1.019
30.11.2020 13:18:12;181.00;  1.380;;1.019
30.11.2020 13:19:12;182.00;  1.376;;1.019
30.11.2020 13:20:12;183.00;  1.376;;1.019
30.11.2020 13:21:12;184.00;  1.376;;1.019
30.11.2020 13:22:12;185.00;  1.381;;1.019
30.11.2020 13:23:12;186.00;  1.371;;1.019
30.11.2020 13:24:12;187.00;  1.365;;1.019
30.11.2020 13:25:12;188.00;  1.370;;1.019
30.11.2020 13:26:12;189.00;  1.366;;1.019
30.11.2020 13:27:12;190.00;  1.366;;1.019
30.11.2020 13:28:12;191.00;  1.361;;1.019
30.11.2020 13:29:12;192.00;  1.358;;1.019
30.11.2020 13:30:12;193.00;  1.358;;1.019
30.11.2020 13:31:12;194.00;  1.361;;1.019
30.11.2020 13:32:12;195.00;  1.343;;1.019
30.11.2020 13:33:12;196.00;  1.347;;1.019
30.11.2020 13:34:12;197.00;  1.342;;1.019
30.11.2020 13:35:12;198.00;  1.333;;1.019
30.11.2020 13:36:12;199.00;  1.331;;1.019
30.11.2020 13:37:12;200.00;  1.329;;1.019
30.11.2020 13:38:12;201.00;  1.316;;1.019
30.11.2020 13:39:12;202.00;  1.309;;1.018
30.11.2020 13:40:12;203.00;  1.296;;1.018
30.11.2020 13:41:12;204.00;  1.292;;1.018
30.11.2020 13:42:12;205.00;  1.281;;1.018
30.11.2020 13:43:12;206.00;  1.274;;1.018
30.11.2020 13:44:12;207.00;  1.266;;1.018
30.11.2020 13:45:12;208.00;  1.252;;1.018
30.11.2020 13:46:12;209.00;  1.244;;1.018
30.11.2020 13:47:12;210.00;  1.244;;1.018
30.11.2020 13:48:12;211.00;  1.228;;1.018
30.11.2020 13:49:12;212.00;  1.226;;1.018
30.11.2020 13:50:12;213.00;  1.223;;1.018
30.11.2020 13:51:12;214.00;  1.210;;1.018
30.11.2020 13:52:12;215.00;  1.201;;1.018
30.11.2020 13:53:12;216.00;  1.200;;1.018
30.11.2020 13:54:12;217.00;  1.192;;1.018
30.11.2020 13:55:12;218.00;  1.188;;1.018
30.11.2020 13:56:12;219.00;  1.170;;1.018
30.11.2020 13:57:12;220.00;  1.159;;1.018
30.11.2020 13:58:12;221.00;  1.161;;1.018
30.11.2020 13:59:12;222.00;  1.151;;1.018
30.11.2020 14:00:12;223.00;  1.146;;1.018
30.11.2020 14:01:12;224.00;  1.138;;1.018
30.11.2020 14:02:12;225.00;  1.131;;1.018
30.11.2020 14:03:12;226.00;  1.127;;1.018
30.11.2020 14:04:12;227.00;  1.118;;1.018
30.11.2020 14:05:12;228.00;  1.119;;1.018
30.11.2020 14:06:12;229.00;  1.118;;1.018
30.11.2020 14:07:12;230.00;  1.112;;1.018
30.11.2020 14:08:12;231.00;  1.112;;1.018
30.11.2020 14:09:12;232.00;  1.104;;1.018
30.11.2020 14:10:12;233.00;  1.098;;1.018
30.11.2020 14:11:12;234.00;  1.094;;1.018
30.11.2020 14:12:12;235.00;  1.101;;1.018
30.11.2020 14:13:12;236.00;  1.096;;1.018
30.11.2020 14:14:12;237.00;  1.094;;1.018
30.11.2020 14:15:12;238.00;  1.087;;1.018
30.11.2020 14:16:12;239.00;  1.093;;1.018
30.11.2020 14:17:12;240.00;  1.090;;1.018
30.11.2020 14:18:12;241.00;  1.086;;1.018
30.11.2020 14:19:12;242.00;  1.079;;1.018
30.11.2020 14:20:12;243.00;  1.074;;1.018
30.11.2020 14:21:12;244.00;  1.078;;1.018
30.11.2020 14:22:12;245.00;  1.083;;1.018
30.11.2020 14:23:12;246.00;  1.079;;1.018
30.11.2020 14:24:12;247.00;  1.079;;1.018
30.11.2020 14:25:12;248.00;  1.082;;1.018
30.11.2020 14:26:12;249.00;  1.087;;1.018
30.11.2020 14:27:12;250.00;  1.087;;1.018
30.11.2020 14:28:12;251.00;  1.084;;1.018
30.11.2020 14:29:12;252.00;  1.088;;1.018
30.11.2020 14:30:12;253.00;  1.089;;1.018
30.11.2020 14:31:12;254.00;  1.094;;1.018
30.11.2020 14:32:12;255.00;  1.097;;1.018
30.11.2020 14:33:12;256.00;  1.095;;1.018
30.11.2020 14:34:12;257.00;  1.092;;1.018
30.11.2020 14:35:12;258.00;  1.097;;1.018
30.11.2020 14:36:12;259.00;  1.099;;1.018
30.11.2020 14:37:12;260.00;  1.104;;1.018
30.11.2020 14:38:12;261.00;  1.097;;1.018
30.11.2020 14:39:12;262.00;  1.102;;1.018
30.11.2020 14:40:12;263.00;  1.103;;1.018
30.11.2020 14:41:12;264.00;  1.101;;1.018
30.11.2020 14:42:12;265.00;  1.100;;1.018
30.11.2020 14:43:12;266.00;  1.103;;1.018
30.11.2020 14:44:12;267.00;  1.108;;1.018
30.11.2020 14:45:12;268.00;  1.103;;1.018
30.11.2020 14:46:12;269.00;  1.103;;1.018
30.11.2020 14:47:12;270.00;  1.112;;1.018
30.11.2020 14:48:12;271.00;  1.110;;1.018
30.11.2020 14:49:12;272.00;  1.112;;1.018
30.11.2020 14:50:12;273.00;  1.108;;1.018
30.11.2020 14:51:12;274.00;  1.112;;1.018
30.11.2020 14:52:12;275.00;  1.109;;1.018
30.11.2020 14:53:12;276.00;  1.116;;1.018
30.11.2020 14:54:12;277.00;  1.119;;1.018
30.11.2020 14:55:12;278.00;  1.107;;1.017
30.11.2020 14:56:12;279.00;  1.115;;1.017
30.11.2020 14:57:12;280.00;  1.124;;1.017
30.11.2020 14:58:12;281.00;  1.118;;1.017
30.11.2020 14:59:12;282.00;  1.118;;1.017
30.11.2020 15:00:12;283.00;  1.118;;1.017
30.11.2020 15:01:12;284.00;  1.115;;1.017
30.11.2020 15:02:12;285.00;  1.119;;1.017
30.11.2020 15:03:12;286.00;  1.122;;1.017
30.11.2020 15:04:12;287.00;  1.118;;1.017
30.11.2020 15:05:12;288.00;  1.121;;1.017
30.11.2020 15:06:12;289.00;  1.123;;1.017
30.11.2020 15:07:12;290.00;  1.118;;1.017
30.11.2020 15:08:12;291.00;  1.118;;1.018
30.11.2020 15:09:12;292.00;  1.118;;1.018
30.11.2020 15:10:12;293.00;  1.127;;1.018
30.11.2020 15:11:12;294.00;  1.121;;1.018
30.11.2020 15:12:12;295.00;  1.125;;1.017
30.11.2020 15:13:12;296.00;  1.118;;1.018
30.11.2020 15:14:12;297.00;  1.128;;1.018
30.11.2020 15:15:12;298.00;  1.124;;1.017
30.11.2020 15:16:12;299.00;  1.120;;1.018
30.11.2020 15:17:12;300.00;  1.126;;1.017
30.11.2020 15:18:12;301.00;  1.124;;1.018
30.11.2020 15:19:12;302.00;  1.130;;1.018
30.11.2020 15:20:12;303.00;  1.133;;1.018
30.11.2020 15:21:12;304.00;  1.134;;1.018
30.11.2020 15:22:12;305.00;  1.137;;1.017
30.11.2020 15:23:12;306.00;  1.141;;1.018
30.11.2020 15:24:12;307.00;  1.139;;1.018
30.11.2020 15:25:12;308.00;  1.139;;1.018
30.11.2020 15:26:12;309.00;  1.144;;1.017
30.11.2020 15:27:12;310.00;  1.136;;1.017
30.11.2020 15:28:12;311.00;  1.139;;1.017
30.11.2020 15:29:12;312.00;  1.137;;1.017
30.11.2020 15:30:12;313.00;  1.144;;1.017
30.11.2020 15:31:12;314.00;  1.136;;1.017
30.11.2020 15:32:12;315.00;  1.137;;1.017
30.11.2020 15:33:12;316.00;  1.144;;1.017
30.11.2020 15:34:12;317.00;  1.138;;1.017
30.11.2020 15:35:12;318.00;  1.135;;1.017
30.11.2020 15:36:12;319.00;  1.133;;1.017
30.11.2020 15:37:12;320.00;  1.137;;1.017
30.11.2020 15:38:12;321.00;  1.143;;1.017
30.11.2020 15:39:12;322.00;  1.148;;1.017
30.11.2020 15:40:12;323.00;  1.142;;1.017
30.11.2020 15:41:12;324.00;  1.144;;1.017
30.11.2020 15:42:12;325.00;  1.147;;1.017
30.11.2020 15:43:12;326.00;  1.152;;1.017
30.11.2020 15:44:12;327.00;  1.156;;1.017
30.11.2020 15:45:12;328.00;  1.157;;1.017
30.11.2020 15:46:12;329.00;  1.160;;1.017
30.11.2020 15:47:12;330.00;  1.161;;1.017
30.11.2020 15:48:12;331.00;  1.166;;1.017
30.11.2020 15:49:12;332.00;  1.159;;1.017
30.11.2020 15:50:12;333.00;  1.172;;1.017
30.11.2020 15:51:12;334.00;  1.178;;1.017
30.11.2020 15:52:12;335.00;  1.183;;1.017
30.11.2020 15:53:12;336.00;  1.186;;1.017
30.11.2020 15:54:12;337.00;  1.190;;1.017
30.11.2020 15:55:12;338.00;  1.189;;1.017
30.11.2020 15:56:12;339.00;  1.189;;1.017
30.11.2020 15:57:12;340.00;  1.185;;1.017
30.11.2020 15:58:12;341.00;  1.183;;1.017
30.11.2020 15:59:12;342.00;  1.183;;1.017
30.11.2020 16:00:12;343.00;  1.191;;1.017
30.11.2020 16:01:12;344.00;  1.186;;1.017
30.11.2020 16:02:12;345.00;  1.186;;1.017
30.11.2020 16:03:12;346.00;  1.184;;1.017
30.11.2020 16:04:12;347.00;  1.192;;1.017
30.11.2020 16:05:12;348.00;  1.192;;1.017
30.11.2020 16:06:12;349.00;  1.190;;1.017
30.11.2020 16:07:12;350.00;  1.197;;1.017
30.11.2020 16:08:12;351.00;  1.200;;1.017
30.11.2020 16:09:12;352.00;  1.199;;1.017
30.11.2020 16:10:12;353.00;  1.199;;1.017
30.11.2020 16:11:12;354.00;  1.209;;1.017
30.11.2020 16:12:12;355.00;  1.202;;1.017
30.11.2020 16:13:12;356.00;  1.211;;1.017
30.11.2020 16:14:12;357.00;  1.214;;1.017
30.11.2020 16:15:12;358.00;  1.218;;1.017
30.11.2020 16:16:12;359.00;  1.218;;1.017
30.11.2020 16:17:12;360.00;  1.216;;1.017
30.11.2020 16:18:12;361.00;  1.217;;1.017
30.11.2020 16:19:12;362.00;  1.221;;1.017
30.11.2020 16:20:12;363.00;  1.230;;1.017
30.11.2020 16:21:12;364.00;  1.231;;1.017
30.11.2020 16:22:12;365.00;  1.226;;1.017
30.11.2020 16:23:12;366.00;  1.234;;1.017
30.11.2020 16:24:12;367.00;  1.235;;1.017
30.11.2020 16:25:12;368.00;  1.223;;1.017
30.11.2020 16:26:12;369.00;  1.231;;1.017
30.11.2020 16:27:12;370.00;  1.223;;1.017
30.11.2020 16:28:12;371.00;  1.231;;1.017
30.11.2020 16:29:12;372.00;  1.228;;1.017
30.11.2020 16:30:12;373.00;  1.237;;1.017
30.11.2020 16:31:12;374.00;  1.239;;1.017
30.11.2020 16:32:12;375.00;  1.239;;1.017
30.11.2020 16:33:12;376.00;  1.244;;1.017
30.11.2020 16:34:12;377.00;  1.246;;1.017
30.11.2020 16:35:12;378.00;  1.239;;1.017
30.11.2020 16:36:12;379.00;  1.243;;1.017
30.11.2020 16:37:12;380.00;  1.250;;1.017
30.11.2020 16:38:12;381.00;  1.259;;1.017
30.11.2020 16:39:12;382.00;  1.256;;1.017
30.11.2020 16:40:12;383.00;  1.262;;1.017
30.11.2020 16:41:12;384.00;  1.262;;1.017
30.11.2020 16:42:12;385.00;  1.263;;1.017
30.11.2020 16:43:12;386.00;  1.262;;1.017
30.11.2020 16:44:12;387.00;  1.264;;1.017
30.11.2020 16:45:12;388.00;  1.264;;1.017
30.11.2020 16:46:12;389.00;  1.259;;1.017
30.11.2020 16:47:12;390.00;  1.267;;1.017
30.11.2020 16:48:12;391.00;  1.272;;1.017
30.11.2020 16:49:12;392.00;  1.285;;1.017
30.11.2020 16:50:12;393.00;  1.278;;1.017
30.11.2020 16:51:12;394.00;  1.284;;1.017
30.11.2020 16:52:12;395.00;  1.284;;1.017
30.11.2020 16:53:12;396.00;  1.286;;1.017
30.11.2020 16:54:12;397.00;  1.284;;1.017
30.11.2020 16:55:12;398.00;  1.285;;1.017
30.11.2020 16:56:12;399.00;  1.301;;1.017
30.11.2020 16:57:12;400.00;  1.298;;1.017
30.11.2020 16:58:12;401.00;  1.295;;1.017
30.11.2020 16:59:12;402.00;  1.295;;1.017
30.11.2020 17:00:12;403.00;  1.288;;1.017
30.11.2020 17:01:12;404.00;  1.295;;1.017
30.11.2020 17:02:12;405.00;  1.295;;1.017
30.11.2020 17:03:12;406.00;  1.306;;1.017
30.11.2020 17:04:12;407.00;  1.310;;1.017
30.11.2020 17:05:12;408.00;  1.311;;1.017
30.11.2020 17:06:12;409.00;  1.317;;1.017
30.11.2020 17:07:12;410.00;  1.322;;1.017
30.11.2020 17:08:12;411.00;  1.322;;1.017
30.11.2020 17:09:12;412.00;  1.330;;1.017
30.11.2020 17:10:12;413.00;  1.336;;1.017
30.11.2020 17:11:12;414.00;  1.328;;1.017
30.11.2020 17:12:12;415.00;  1.333;;1.017
30.11.2020 17:13:12;416.00;  1.328;;1.017
30.11.2020 17:14:12;417.00;  1.334;;1.017
30.11.2020 17:15:12;418.00;  1.336;;1.017
30.11.2020 17:16:12;419.00;  1.345;;1.017
30.11.2020 17:17:12;420.00;  1.341;;1.017
30.11.2020 17:18:12;421.00;  1.346;;1.017
30.11.2020 17:19:12;422.00;  1.346;;1.017
30.11.2020 17:20:12;423.00;  1.344;;1.017
30.11.2020 17:21:12;424.00;  1.346;;1.017
30.11.2020 17:22:12;425.00;  1.352;;1.017
30.11.2020 17:23:12;426.00;  1.354;;1.017
30.11.2020 17:24:12;427.00;  1.352;;1.017
30.11.2020 17:25:12;428.00;  1.364;;1.017
30.11.2020 17:26:12;429.00;  1.362;;1.017
30.11.2020 17:27:12;430.00;  1.369;;1.017
30.11.2020 17:28:12;431.00;  1.373;;1.017
30.11.2020 17:29:12;432.00;  1.374;;1.017
30.11.2020 17:30:12;433.00;  1.383;;1.017
30.11.2020 17:31:12;434.00;  1.380;;1.016
30.11.2020 17:32:12;435.00;  1.376;;1.016
30.11.2020 17:33:12;436.00;  1.383;;1.016
30.11.2020 17:34:12;437.00;  1.383;;1.016
30.11.2020 17:35:12;438.00;  1.388;;1.016
30.11.2020 17:36:12;439.00;  1.394;;1.016
30.11.2020 17:37:12;440.00;  1.396;;1.016
30.11.2020 17:38:12;441.00;  1.406;;1.017
30.11.2020 17:39:12;442.00;  1.405;;1.016
30.11.2020 17:40:12;443.00;  1.410;;1.017
30.11.2020 17:41:12;444.00;  1.406;;1.017
30.11.2020 17:42:12;445.00;  1.424;;1.017
30.11.2020 17:43:12;446.00;  1.430;;1.017
30.11.2020 17:44:12;447.00;  1.436;;1.017
30.11.2020 17:45:12;448.00;  1.437;;1.016
30.11.2020 17:46:12;449.00;  1.431;;1.016
30.11.2020 17:47:12;450.00;  1.430;;1.016
30.11.2020 17:48:12;451.00;  1.438;;1.016
30.11.2020 17:49:12;452.00;  1.442;;1.016
30.11.2020 17:50:12;453.00;  1.447;;1.017
30.11.2020 17:51:12;454.00;  1.454;;1.017
30.11.2020 17:52:12;455.00;  1.460;;1.017
30.11.2020 17:53:12;456.00;  1.465;;1.017
30.11.2020 17:54:12;457.00;  1.470;;1.017
30.11.2020 17:55:12;458.00;  1.470;;1.017
30.11.2020 17:56:12;459.00;  1.470;;1.017
30.11.2020 17:57:12;460.00;  1.472;;1.017
30.11.2020 17:58:12;461.00;  1.475;;1.017
30.11.2020 17:59:12;462.00;  1.474;;1.017
30.11.2020 18:00:12;463.00;  1.490;;1.016
30.11.2020 18:01:12;464.00;  1.492;;1.016
30.11.2020 18:02:12;465.00;  1.496;;1.016
30.11.2020 18:03:12;466.00;  1.502;;1.016
30.11.2020 18:04:12;467.00;  1.503;;1.017
30.11.2020 18:05:12;468.00;  1.506;;1.017
30.11.2020 18:06:12;469.00;  1.511;;1.017
30.11.2020 18:07:12;470.00;  1.517;;1.017
30.11.2020 18:08:12;471.00;  1.530;;1.017
30.11.2020 18:09:12;472.00;  1.535;;1.017
30.11.2020 18:10:12;473.00;  1.542;;1.017
30.11.2020 18:11:12;474.00;  1.540;;1.017
30.11.2020 18:12:12;475.00;  1.538;;1.016
30.11.2020 18:13:12;476.00;  1.543;;1.016
30.11.2020 18:14:12;477.00;  1.551;;1.016
30.11.2020 18:15:12;478.00;  1.559;;1.016
30.11.2020 18:16:12;479.00;  1.557;;1.017
30.11.2020 18:17:12;480.00;  1.561;;1.017
30.11.2020 18:18:12;481.00;  1.569;;1.017
30.11.2020 18:19:12;482.00;  1.565;;1.017
30.11.2020 18:20:12;483.00;  1.571;;1.017
30.11.2020 18:21:12;484.00;  1.578;;1.017
30.11.2020 18:22:12;485.00;  1.581;;1.017
30.11.2020 18:23:12;486.00;  1.583;;1.016
30.11.2020 18:24:12;487.00;  1.583;;1.017
30.11.2020 18:25:12;488.00;  1.592;;1.017
30.11.2020 18:26:12;489.00;  1.597;;1.017
30.11.2020 18:27:12;490.00;  1.605;;1.017
30.11.2020 18:28:12;491.00;  1.604;;1.017
30.11.2020 18:29:12;492.00;  1.613;;1.016
30.11.2020 18:30:12;493.00;  1.621;;1.017
30.11.2020 18:31:12;494.00;  1.629;;1.017
30.11.2020 18:32:12;495.00;  1.624;;1.016
30.11.2020 18:33:12;496.00;  1.625;;1.016
30.11.2020 18:34:12;497.00;  1.636;;1.016
30.11.2020 18:35:12;498.00;  1.646;;1.016
30.11.2020 18:36:12;499.00;  1.641;;1.016
30.11.2020 18:37:12;500.00;  1.649;;1.016
30.11.2020 18:38:12;501.00;  1.663;;1.016
30.11.2020 18:39:12;502.00;  1.671;;1.016
30.11.2020 18:40:12;503.00;  1.666;;1.016
30.11.2020 18:41:12;504.00;  1.676;;1.016
30.11.2020 18:42:12;505.00;  1.678;;1.016
30.11.2020 18:43:12;506.00;  1.679;;1.016
30.11.2020 18:44:12;507.00;  1.696;;1.016
30.11.2020 18:45:12;508.00;  1.699;;1.016
30.11.2020 18:46:12;509.00;  1.715;;1.016
30.11.2020 18:47:12;510.00;  1.722;;1.016
30.11.2020 18:48:12;511.00;  1.722;;1.016
